name,issue,founded,subject,StateAbb,region,ccode,country,city,acronym,type1,type2,type3,dissolved,staff_total,staff_central,staff_regional,links,member_countries,member_regions
Association of Cities and Regions for Sustainable Resource Management,Environment; Development,1994,Resources; Towns; Waste; Management; Sustainable Development,BEL,europe,211,Belgium,Brussels,ACR+,D,y,International Federations,NA,11,11,0,NA,26,3
European Federation of Public Service Unions,Employment,1978,Workers; Officials,BEL,europe,211,Belgium,Brussels,EPSU,D,y,International Federations,NA,20,20,0,NA,49,2
Eastern Partnership Civil Society Forum,Rights; Culture,2009,Society,BEL,europe,211,Belgium,Brussels,EaP CSF,F,y,International Federations,NA,6,6,0,NA,23,1
European Federation of EPR Groups,Science,1992,Light,BEL,europe,211,Belgium,Wilrijk,EFEPR,D,y,International Federations,NA,NA,NA,NA,NA,9,2
European Association for Quality Assurance in Higher Education,Education,2000,Quality Unification; Secondary and Higher Education,BEL,europe,211,Belgium,Brussels,ENQA,F,y,International Federations,NA,6,6,0,NA,61,5
MedTech Europe,Health; Technology,2012,Medicine; Care ,BEL,europe,211,Belgium,Brussels,NA,F,y,International Federations,NA,40,40,0,WHO,25,1
European Humanist Federation,Rights; Culture,1991,NA,BEL,europe,211,Belgium,Brussels,EHF,D,NA,Human Rights Organizations,NA,3,3,0,NA,26,1
Eu can aid,Development,1968,NA,BEL,europe,211,Belgium,Brussels,ECA,F,NA,Humanitarian Organizations,NA,NA,NA,NA,NA,0,0
European Parliamentary Financial Services Forum,Finance; Competition,2000,Banking; Parliament,BEL,europe,211,Belgium,Brussels,EPFSF,F,y,International Federations,NA,2,2,0,NA,9,1
International Communications Users Group,Competition; Trade,1974,Consumers; Communications,BEL,europe,211,Belgium,Keerbergen,INTUG,F,y,International Federations,NA,4,4,0,OECD,20,5
International Federation of Professional Abortion and Contraception Associates,Health,1997,NA,BEL,europe,211,Belgium,Ternat,NA,D,NA,Professional Bodies,NA,NA,NA,NA,NA,0,0
COGEN Europe,Development; Environment; Energy,1993,Energy; Promotion; Utilities; Sustainable Development,BEL,europe,211,Belgium,Brussels,NA,F,y,International Federations,NA,6,6,0,"WB, UNIDO",47,5
Pain Alliance Europe,Health,2011,Nervous System,BEL,europe,211,Belgium,Diegem,PAE,D,y,International Federations,NA,1,1,0,NA,17,1
European Forum for Renewable Energy Sources,Development; Environment; Energy,1995,Energy; Sustainable Development,BEL,europe,211,Belgium,Brussels,EUFORES,F,y,International Federations,NA,NA,NA,NA,NA,0,0
European Platform for the Responsible Use of Medicines in Animals,Health,2005,Animals; Pharmacy; Responsibility,BEL,europe,211,Belgium,Brussels,EPRUMA,F,y,International Federations,NA,NA,NA,NA,NA,0,0
World Organization of Workers,Employment,1921,NA,BEL,europe,211,Belgium,Brussels,WOW,B,NA,Trade and Labour Unions,NA,2,2,0,ILO,63,4
European Bureau for Conscientious Objection,Security; Rights; Law,1979,NA,BEL,europe,211,Belgium,Brussels,EBCO,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,43,2
European Network of National Civil Society Associations,Rights; Culture,2011,Society,BEL,europe,211,Belgium,Brussels,ENNA,F,y,International Federations,NA,NA,NA,NA,NA,19,1
Council of European Professional Informatics Societies,Employment; Technology,1988,NA,BEL,europe,211,Belgium,Brussels,CEPIS,D,NA,Professional Bodies,NA,4,4,0,NA,32,1
European Men's Health Forum,Health,2002,Men; Health,BEL,europe,211,Belgium,Brussels,EMHF,F,y,International Federations,NA,4,4,0,WHO,15,1
European Alliance for Responsible R and D and Affordable Medicines,Science; Health,2016,"Purchasing, Supplying; Research; Pharmacy; Responsibility",BEL,europe,211,Belgium,Brussels,NA,D,y,International Federations,NA,NA,NA,NA,NA,25,1
World Veterinary Association,Health,1959,Professions; Veterinary,BEL,europe,211,Belgium,Brussels,WVA,A,y,"Professional Bodies, International Federations",NA,3,3,0,"FAO, WHO, WTO",76,7
International Commission for Driver Testing,Transportation,1956,"Drivers; Inspection, Tests",BEL,europe,211,Belgium,Brussels,CIECA,F,y,International Federations,NA,4,4,0,NA,49,8
International Union of Crystallography,Science,1947,Crystallography,BEL,europe,211,Belgium,Leuven,IUCr,C,y,International Federations,NA,25,25,0,UNESCO,53,5
Africa-Europe Faith and Justice Network,Rights; Culture,1988,Faith; Justice,BEL,europe,211,Belgium,Brussels,AEFJN,F,y,International Federations,NA,4,4,0,NA,86,4
European Brain Council,Science,2002,Nervous System,BEL,europe,211,Belgium,Brussels,EBC,D,y,International Federations,NA,NA,NA,NA,NA,0,0
EFMD - The Management Development Network,Education,1971,Education; Management,BEL,europe,211,Belgium,Brussels,NA,F,y,"International Federations, Foundations",NA,40,40,0,OECD,87,5
European Renewable Energy Council,Development; Environment; Energy,2000,Energy; Sustainable Development,BEL,europe,211,Belgium,Brussels,EREC,H,yd,International Federations,2014,10,10,0,NA,0,0
EFQM - European Foundation for Quality Management,Development; Competition,1988,Quality Unification; Management,BEL,europe,211,Belgium,Brussels,EFQM,F,fy,"International Federations, Foundations",NA,18,18,0,NA,36,3
European Banking and Financial Services Training Association,Education; Finance,1991,Banking; Training,BEL,europe,211,Belgium,Brussels,EBTN,F,y,International Federations,NA,NA,NA,NA,NA,36,4
Foundation for European Progressive Studies,Education; Culture,2007,Study; Political Parties; Progress,BEL,europe,211,Belgium,Brussels,FEPS,F,fy,"International Federations, Foundations",NA,13,13,0,NA,60,5
European Institute of Research on Water Policy,Science; Environment,2007,Water; Research; Citizenship; Policy; Rights,BEL,europe,211,Belgium,Brussels,NA,F,j,"Institutes, Human Rights Organizations",NA,NA,NA,NA,NA,0,0
Copyright for Creativity,Rights,2010,"Patents, Copyright; Creative expression",BEL,europe,211,Belgium,Brussels,C4C,F,y,International Federations,NA,NA,NA,NA,NA,11,2
College of Europe,Education,1949,Study; Secondary and Higher Education; Universities; Colleges; Graduates,BEL,europe,211,Belgium,Bruges,NA,F,y,"International Federations, Institutes",NA,461,461,0,NA,20,1
European Quality Assurance Register for Higher Education,Education,2008,Quality Unification; Registry; Secondaryand Higher Education,BEL,europe,211,Belgium,Brussels,EQAR,D,y,International Federations,NA,2,2,0,UNESCO,36,3
International Federation of Historic Motor Vehicle Clubs,Transportation,1966,NA,BEL,europe,211,Belgium,Brussels,NA,D,NA,Clubs,NA,NA,NA,NA,NA,31,5
European Interactive Digital Advertising Alliance,Rights; Law; Technology,2012,Advertising; Informatics,BEL,europe,211,Belgium,Brussels,EDAA,D,y,International Federations,NA,4,4,0,NA,0,0
Federation of European Companion Animal Veterinary Associations,Health,1990,Veterinary; Animal Pets,BEL,europe,211,Belgium,Brussels,FECAVA,D,y,International Federations,NA,1,1,0,NA,40,1
World Billiards Union,Culture,1959,Indoor Activities; Competitions,BEL,europe,211,Belgium,Lokeren,NA,C,y,International Federations,NA,3.5,3.5,0,NA,0,0
European Falcon Network,Rights; Culture; Education,2016,NA,BEL,europe,211,Belgium,Brussels,NA,F,NA,Human Rights Organizations,NA,3,3,0,NA,19,1
European Federation of National Organisations Working with the Homeless,Population; Development; Humanitarian; Health,1989,NA,BEL,europe,211,Belgium,Brussels,NA,D,NA,Human Rights Organizations,NA,10,10,0,OECD,31,1
European Union for Blind Workers,Health; Employment; Rights,1965,"Workers; Blind, Visually Impaired",NA,europe,211; 220,Belgium; France,Brussels Lille,EUBW,H,d,Trade and Labour Unions,1972,NA,NA,NA,NA,0,0
European Association of Hospital and Health Services Social Workers,Health; Employment; Rights,1989,Professions; Services; Social Services; Health; Hospitals,NA,europe,211; 220,Belgium; France,Huy Strasbourg,EAHHSSW,H,vd,Professional Bodies,2003,10,10,0,NA,9,1
International Federation of Tobacco Workers,Employment; Agriculture,1886,Workers; Tabacco,NA,europe,211; 255; 210,Belgium; Germany; Netherlands,Antwerp Bremen Amsterdam,NA,H,d,Trade and Labour Unions,1958,NA,NA,NA,NA,0,0
Catolicas por el Derecho a Decidir,Rights; Culture,1987,Catholicism; Rights ,BOL,americas,145,Bolivia,LaPaz,CDD,F,f,"Human Rights Organizations, Foundations",NA,NA,NA,NA,NA,1,1
Worldwide Initiatives for Grantmaker Support,Finance; Development,1998,Welfare; Finance; Solidarity,BRA,americas,140,Brazil,SaoPaulo,WINGS,F,y,International Federations,NA,4.5,4.5,0,UNDP,54,5
Women's International Democratic Federation,Rights,1945,NA,BRA,americas,140,Brazil,SaoPaulo,WIDF,B,NA,Human Rights Organizations,NA,0,0,0,"ILO, UNICEF, UNIDO, UNESCO",89,4
Latin American Federation of Industrial and Construction Workers,Employment; Settlements; Development,2001,NA,BRA,americas,140,Brazil,SaoPaulo,NA,D,NA,Trade and Labour Unions,NA,2,2,0,ILO,26,1
Latin-American Campaign for the Right to Education,Education; Rights,2002,Education; Rights,BRA,americas,140,Brazil,SaoPaulo,NA,F,y,"International Federations, Human Rights Organizations",NA,11,11,0,"UNESCO, UNICEF",0,0
International Cabin Crew Association,Employment,1976,"Professions; Attendants, Servants; Travellers; Safety",BRA,americas,140,Brazil,RiodeJaneiro,ICCA,H,d,Professional Bodies,2002,NA,NA,NA,ILO,26,4
Pan American Institute of Naval Engineering,Transportation; Science,1966,Transportation; Maritime; Engineering,BRA,americas,140,Brazil,RiodeJaneiro,NA,F,j,Institutes,NA,3,3,0,NA,22,3
Latin American Federation of Bank and Insurance Workers,Finance; Employment,1955,NA,BRA,americas,140,Brazil,Fortaleza,NA,D,NA,Trade and Labour Unions,NA,4,4,0,NA,0,0
International Federation for Cell Biology,Science,1972,Biology; Cytology,BRA,americas,140,Brazil,Campinas,IFCB,C,y,International Federations,NA,1,1,0,NA,33,5
International Institute of Projectiology and Conscientiology,Health; Education; Culture,1988,"Human; Naturopathy, Holistic Medicine; Educational Level; Consciousness",BRA,americas,140,Brazil,FozdoIguacu,IIPC,F,j,Institutes,NA,NA,NA,NA,NA,8,3
Inter-American Society for Educational Administration,Education; Employment,1979,Professions; Education; Administration,BRA,americas,140,Brazil,Brasilia,ISEA,H,d,Professional Bodies,1992,2,2,0,NA,0,0
Smart City Business America Institute,Development; Environment; Population; Technology; Transportation,2013,Towns; Business Enterprises; Informatics,BRA,americas,140,Brazil,SaoPaulo,SCBA,D,j,Institutes,NA,NA,NA,NA,NA,0,0
International Association of Botanical and Mycological Societies,Science; Agriculture,1981,Botany; Mycology,BRA,americas,140,Brazil,SaoPaulo,IABMS,B,y,International Federations,NA,2,2,0,NA,49,5
"Latin American Federation of Building, Wood and Building Materials Unions",Employment; Settlements,2017,NA,BRA,americas,140,Brazil,Salvadore,NA,D,NA,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Chinese Medicine and Acupuncture Association of South America,Health,1983,"Professions; Naturopathy, Holistic Medicine; Care",BRA,americas,140,Brazil,SaoPaulo,NA,H,vx,Professional Bodies,1998,NA,NA,NA,NA,4,1
Latin American Center on Sexuality and Human Rights,Rights; Population,2002,NA,BRA,americas,140,Brazil,RiodeJaneiro,NA,D,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
Association of Latin American Lawyers for the Defense of Human Rights,Law; Rights,1979,Professions; Law; Legality; Lawyers; Rights,BRA,americas,140,Brazil,SaoPaulo,NA,H,x,"Professional Bodies, Human Rights Organizations",1996,NA,NA,NA,NA,0,0
International Forum for Investor Education,Finance; Education; Development,2003,Investment; Education,BRA,americas,140,Brazil,RiodeJaneiro,IFIE,F,y,International Federations,NA,NA,NA,NA,NA,10,4
Permanent Congress of Trade Union Unity of Latin American Workers,Employment; Culture,1964,Workers; Unity,BRA,americas,140,Brazil,Brasilia,NA,H,d,Trade and Labour Unions,2016,1,1,0,ILO,27,1
International Liaison Centre for Film and Television Schools,Education; Culture,1955,"Television; Audio, Visual; Film; Schools",BUL,europe,355,Bulgaria,Sofia,NA,C,y,International Federations,NA,NA,NA,NA,UNESCO,81,13
"Trade Unions International of Food, Tobacco, Hotel and Allied Industries' Workers",Employment; Development,1949,Workers; Professions; Food; Hotel; Industry; Tobacco,BUL,europe,355,Bulgaria,Sofia,NA,H,d,"Professional Bodies, Trade and Labour Unions",1996,NA,NA,NA,ILO,0,0
"Trade Unions International of Workers in Textile, Clothing, Leather, Shoe and Allied Industries",Employment; Development,1958,"Workers; Clothing; Footwear; Industry; Textiles, Cordage; Leather, Hides, Fur",BUL,europe,355,Bulgaria,Sofia,NA,H,d,Trade and Labour Unions,1996,NA,NA,NA,NA,54,4
Association of Reformers in Psychiatry,Health; Rights,1998,Pathology; Mental Health; Psychiatry; Handicapped; Reform; Rights,BUL,europe,355,Bulgaria,Sofia,ARP,H,x,Human Rights Organizations,2002,NA,NA,NA,NA,0,0
International Black Sea Club,Transportation; Development; Culture; Science; Environment; Agriculture,1992,NA,BUL,europe,355,Bulgaria,Varna,IBSC,F,NA,Clubs,NA,NA,NA,NA,NA,7,1
PanAfrican Farmers' Organization,Agriculture; Development,2010,Farming,BFO,africa,439,Burkina Faso,Ouagadougou,PAFO,D,y,International Federations,NA,NA,NA,NA,NA,0,0
Foundation for Sustainable Food Security in Central West Africa,Agriculture; Humanitarian; Environment; Development,1992,Food Security; Sustainable Development,BFO,africa,439,Burkina Faso,Ouagadougou,SADAOC Foundation,F,f,Foundations,2017,NA,NA,NA,FAO,6,2
Inter-African Union of Human Rights,Rights,1992,Rights,BFO,africa,439,Burkina Faso,Ouagadougou,IUHR,H,yx,"International Federations, Human Rights Organizations",2006,NA,NA,NA,UNESCO,33,3
Free Software and Open Source Foundation for Africa,Development; Technology,2003,"Purchasing, Supplying; Informatics",BUI,africa,516,Burundi,Gitega,FOSSFA,F,f,Foundations,NA,NA,NA,NA,NA,0,0
Reseau des Defenseurs des Droits Humains en Afrique Centrale,Rights,2007,NA,CAO,africa,471,Cameroon,Douala,REDHAC,D,NA,Human Rights Organizations,NA,5,5,0,NA,8,1
Latin American Human Rights Education and Research Network,Education; Rights,2004,NA,CAN,americas,20,Canada,NorthYorkON,NA,F,NA,Human Rights Organizations,NA,2,2,0,NA,0,0
Human Rights Internet,Rights,1976,NA,CAN,americas,20,Canada,Ottawa,HRI,F,NA,Human Rights Organizations,NA,9,9,0,UNICEF,0,0
The Butterfly Effect,Development; Environment; Health,2010,Water; Local; Hygiene; Sustainable Development,CAN,americas,20,Canada,MontrealQC,NA,F,y,International Federations,NA,NA,NA,NA,NA,0,0
International Federation of Scholarly Associations of Management,Science,1990,NA,CAN,americas,20,Canada,WinnipegMB,IFSAM,C,NA,Alumni and Veterans,NA,NA,NA,NA,NA,13,4
World Confederation of Productivity Science,Science; Development,1969,Productivity; Science,CAN,americas,20,Canada,MontrealQC,WCPS,C,y,International Federations,NA,2,2,0,NA,36,5
Finance Alliance for Sustainable Trade,Trade; Finance; Development; Environment,2007,Finance; Trade; Sustainable Development,CAN,americas,20,Canada,MontrealQC,FAST,C,y,International Federations,NA,11,11,0,NA,29,4
Conference of the Americas on International Education,Education,2010,Education,CAN,americas,20,Canada,MontrealQC,CAIE,F,cy,"Conference Series, International Federations",NA,NA,NA,NA,NA,16,1
Global Confederation of Higher Education Associations for Agriculture and Life Sciences,Education; Agriculture; Science,1998,Biosciences; Secondary and Higher Education; Agriculture,CAN,americas,20,Canada,EdmontonAB,GCHERA,C,y,International Federations,NA,1,1,0,FAO,0,0
International Foundation for Autonomous Agents and Multiagent Systems,Science,2002,Systems; Artifical Intelligence,CAN,americas,20,Canada,WaterlooON,IFAAMAS,F,f,Foundations,NA,NA,NA,NA,NA,0,0
International Forum for Volunteering in Development,Development,1964,Voluntary; Development,CAN,americas,20,Canada,OttawaON,Forum,F,y,International Federations,NA,NA,NA,NA,NA,0,0
Computational Complexity Foundation,Science,2014,Mathematics; Harmony,CAN,americas,20,Canada,WaterlooON,CCF,F,fc,"Conference Series, Foundations",NA,NA,NA,NA,NA,0,0
International Initiative for a Sustainable Built Environment,Environment; Development,2001,NA,CAN,americas,20,Canada,OttawaON,iiSBE,F,NA,Institutes,NA,0,0,0,UNEP,9,3
Airports Council International,Transportation,1991,"Ports: Sea, Air; Management",CAN,americas,20,Canada,MontrealQC,ACI,B,y,International Federations,NA,65,65,0,"UNEP, WHO",175,5
World Federation of Science Journalists,Science; Communications,2002,Journalism; Science,CAN,americas,20,Canada,MontrealQC,WFSJ,D,y,International Federations,NA,4,4,0,NA,30,6
Network of Women Parliamentarians of the Americas,Rights,1999,NA,CAN,americas,20,Canada,QuebecQC,NA,F,NA,Human Rights Organizations,NA,1,1,0,NA,35,1
Institute of Cultural Affairs International,Culture,1977,Living Conditions; Culture,CAN,americas,20,Canada,TorontoON,ICAI,F,j,Institutes,NA,NA,NA,NA,"FAO, UNESCO, UNICEF, WHO",41,5
Agricultural Biotechnology International Conference Foundation,Agriculture; Technology,1998,Biotechnology; Agriculture,CAN,americas,20,Canada,SaskatoonSK,ABIC Foundation,F,f,Foundations,NA,NA,NA,NA,NA,65,5
Indigenous World Association,Rights; Culture,1981,NA,CAN,americas,20,Canada,Brussels,NA,F,NA,Human Rights Organizations,NA,NA,NA,NA,ILO,7,1
Focus Humanitarian Assistance,Development; Humanitarian,1994,NA,CAN,americas,20,Canada,DonMillsON,NA,F,NA,Humanitarian Organizations,NA,NA,NA,NA,NA,10,3
World Council of Whalers,Environment; Rights,1997,NA,CAN,americas,20,Canada,BrentwoodBay,WCW,D,NA,Human Rights Organizations,2012,3,3,0,NA,20,4
International Council for Adult Education,Education,1973,Society; Further Education,CAN,americas,20,Canada,Toronto,ICAE,B,y,"International Federations, Human Rights Organizations",NA,4,4,0,"UNESCO, FAO, ILO, UNICEF, UNEP, UNDP, WHO",0,0
Disabled Peoples' International,Rights,1981,NA,CAN,americas,20,Canada,KanataON,DPI,B,NA,Human Rights Organizations,NA,11,11,0,"UNESCO, ILO, WHO",131,5
Global Partnership on Forest and Landscape Restoration,Environment; Agriculture,2003,Forestry; Ekistics; Restoration,CAN,americas,20,Canada,TorontoON,GPFLR,F,y,International Federations,NA,NA,NA,NA,NA,6,3
International Congress on Fracture,Science,1965,Mechanics; Skeletal System,CAN,americas,20,Canada,VancouverBC,ICF,C,y,International Federations,NA,NA,NA,NA,NA,43,5
World Airlines Clubs Association,Transportation,1966,NA,CAN,americas,20,Canada,MontrealQC,WACA,C,NA,Clubs,NA,1,1,0,NA,35,5
World Blind Union,Health,1984,"Blind, Visually-Impaired",CAN,americas,20,Canada,TorontoON,WBU,B,y,International Federations,NA,4,4,0,"ILO, WHO, FAO, UNICEF, WB",,16
International Federation of Air Traffic Controllers' Associations,Transportation,1961,"Aerospace, Space; Safety; Navigation; Control",CAN,americas,20,Canada,MontrealQC,IFATCA,B,y,International Federations,NA,2,2,0,ILO,151,11
Federation of Commonwealth Open and Distance Learning Associations,Education; Culture,1988,Distance Education,CAN,americas,20,Canada,Burnaby,FOCODLA,H,yd,International Federations,2008,NA,NA,NA,NA,11,4
International Union of Food Science and Technology,Agriculture; Science; Technology,1970,Information; Foodstuffs; Nutrition; Technology,CAN,americas,20,Canada,GuelphON,IUFoST,B,y,International Federations,NA,2,2,0,"FAO, UNIDO, WHO",69,5
International Association for the Scientific Study of Intellectual and Developmental Disabilities,Science,1964,Intellectual Work; Study; Handicapped; Science; Development,CAN,americas,20,Canada,ReginaSK,IASSIDD,C,y,International Federations,NA,0.5,0.5,0,WHO,52,9
Global Forum on Maintenance and Asset Management,Finance,2010,Maintenance; Finance; Management,CAN,americas,20,Canada,Kelowna,GFMAM,F,y,International Federations,NA,NA,NA,NA,NA,6,4
Youth Coalition,Rights; Health; Population,1999,NA,CAN,americas,20,Canada,OttawaON,YCSRR,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
International Association of Chinese Professionals in Global Positioning Systems,Science,2001,NA,CAN,americas,20,Canada,CalgaryAB,CPGPS,D,NA,Professional Bodies,NA,NA,NA,NA,NA,0,0
International Institute for Sustainable Development,Development; Environment,1990,Sustainable Development,CAN,americas,20,Canada,WinnipegMB,IISD,F,j,Institutes,NA,NA,NA,NA,"UNCTAD, UNEP ",30,8
Agence universitaire de La Francophonie,Education; Culture,1961,Agency; Universities; Language Speaking,CAN,americas,20,Canada,MontrealQC,AUF,C,y,International Federations,NA,427,427,0,"UNESCO, UNFPA",0,0
World Uro Oncology Federation,Health,2005,Urogenital System; Cancer,CAN,americas,20,Canada,TorontoON,WUOF,C,y,International Federations,NA,NA,NA,NA,NA,14,4
Future Earth,Development; Environment; Science,2012,Earth; Research; Sustainable Development; Future,CAN,americas,20,Canada,MontrealQC,NA,F,y,International Federations,NA,NA,NA,NA,NA,0,0
World Federation of Chiropractic,Health,1988,Therapy ,CAN,americas,20,Canada,TorontoON,WFC,B,y,International Federations,NA,5,5,0,WHO,88,5
International Forum for Acute Care Trialists,Health,2008,Evaluation; Care,CAN,americas,20,Canada,Toronto,InFACT,F,y,International Federations,NA,NA,NA,NA,NA,12,4
Association for Women's Rights in Development,Rights; Development; Population,1982,Women; Sex-Related Questions; Development; Rights,CAN,americas,20,Canada,TorontoON,AWID,F,y,"International Federations, Human Rights Organizations",NA,NA,NA,NA,NA,159,5
Resilience Alliance,Science; Environment; Development; Population; Settlements,1999,Ecology; Social; System; Sustainable Development,CAN,americas,20,Canada,WolfvilleNS,RA,F,y,International Federations,NA,NA,NA,NA,NA,9,4
International Association of Colleges of Laboratory Animal Medicine,Health; Education; Technology,2005,Biotechnology; Medicine; Colleges,CAN,americas,20,Canada,GuelphON,IACLAM,C,y,International Federations,NA,NA,NA,NA,NA,3,2
International Council of Bottled Water Associations,Development; Health,2000,Water; Packaging,CAN,americas,20,Canada,MarkhamON,ICBWA,C,y,International Federations,NA,NA,NA,NA,NA,0,0
International Metropolis Project,Science; Migration; Population; Settlements; Development; Public Sector,1995,Migrants; Municipalities,CAN,americas,20,Canada,OttawaON,NA,F,y,International Federations,NA,10,10,0,"WB, IOM",33,5
International Commission for Acoustics,Science,1951,Sound ,CAN,americas,20,Canada,OttawaON,ICA,C,y,International Federations,NA,NA,NA,NA,NA,51,8
Lymphoma Coalition,Health,2002,Cancer,CAN,americas,20,Canada,MississaugaON,LC,C,y,International Federations,NA,NA,NA,NA,NA,44,5
Global Pediatric Endocrinology and Diabetes,Health,2010,Diabetes; Glandular System; Health; Paediatrics,CAN,americas,20,Canada,VancouverBC,GPED,C,y,International Federations,NA,NA,NA,NA,NA,4,2
International Federation of Biosafety Associations,Health,2001,Safety,CAN,americas,20,Canada,OttawaON,IFBA,B,y,International Federations,NA,NA,NA,NA,NA,34,5
World Apheresis Association,Health,1984,Surgery,CAN,americas,20,Canada,OttawaON,WAA,C,y,International Federations,NA,2,2,0,NA,18,4
International Union of Biochemistry and Molecular Biology,Science,1955,Biology; Biochemistry,CAN,americas,20,Canada,WinnipegMB,IUBMB,B,y,International Federations,NA,NA,NA,NA,NA,79,9
Global Renewable Fuels Alliance,Development; Environment; Energy,2009,Energy; Sustainable Development,CAN,americas,20,Canada,TorontoON,GRFA,C,y,International Federations,NA,NA,NA,NA,NA,3,1
Framework Convention Alliance,Law; Health,1999,Tobacco; Agreements; Control,CAN,americas,20,Canada,OttawaON,FCA,F,y,International Federations,NA,NA,NA,NA,WHO,93,5
Societe Internationale d'Urologie,Health; Education; Science,1907,Urogenital System,CAN,americas,20,Canada,MontrealQC,SIU,B,y,International Federations,NA,12.5,12.5,0,NA,0,0
Centre for Communication Rights,Rights; Culture,1996,NA,CAN,americas,20,Canada,TorontoON,NA,F,NA,Human Rights Organizations,NA,NA,NA,NA,NA,0,0
International Accreditation Forum,Trade; Law,1993,Customs; Trade; Certification,CAN,americas,20,Canada,ChelseaQC,IAF,C,y,International Federations,NA,2.5,2.5,0,"UNIDO, WTO",78,8
World Congress of Chiropractic Students,Health; Education,1980,Therapy; Students,CAN,americas,20,Canada,TorontoON,WCCS,C,cy,"Conference Series, International Federations",NA,NA,NA,NA,NA,15,3
Inter-American Organization for Higher Education,Education,1980,Secondary and Higher Education,CAN,americas,20,Canada,MontrealQC,IOHE,D,y,International Federations,NA,7,7,0,UNESCO,39,2
International Psycho-Oncology Society,Health,1984,Cancer; Psychology,CAN,americas,20,Canada,TorontoON,IPOS,C,y,International Federations,NA,NA,NA,NA,NA,81,13
International Business Aviation Council,Transportation; Development,1981,Aviation; Business Enterprises,CAN,americas,20,Canada,MontrealQC,IBAC,C,y,International Federations,NA,5,5,0,NA,72,10
World Small Animal Veterinary Association,Health; Humanitarian,1959,Animals; Veterinary,CAN,americas,20,Canada,DundasON,WSAVA,B,y,International Federations,NA,11,11,0,NA,85,5
Association internationale des archives francophones,Culture; Science,1989,NA,CAN,americas,20,Canada,QuebecQC,AIAF,F,NA,Professional Bodies,NA,NA,NA,NA,NA,43,5
FIM-Forum for Democratic Global Governance,Rights,1998,Society; Government; United Nations; Idealism,CAN,americas,20,Canada,WestmountQC,FIM,F,y,"United Nations Bodies, International Federations",2014,NA,NA,NA,NA,0,0
International Bureau for Children's Rights,Rights,1994,NA,CAN,americas,20,Canada,MontrealQC,IBCR,D,NA,Human Rights Organizations,NA,30,30,0,"IOM, UNICEF",0,0
World Federation of Colleges and Polytechnics,Education,2002,Universities; Colleges,CAN,americas,20,Canada,OttawaON,WFCP,D,y,International Federations,NA,0.5,0.5,0,NA,42,5
Pius X Secular Institute,Culture,1939,"Scriptures; Orders, Secular Institutes; Faith",CAN,americas,20,Canada,QuebecQC,NA,F,j,"Religious Orders, Institutes",NA,NA,NA,NA,NA,6,2
International Association for Research in Income and Wealth,Science; Development,1947,Statistics; Income; Research; Economics; Value Redistribution,CAN,americas,20,Canada,OttawaON,IARIW,C,y,International Federations,NA,1,1,0,NA,47,5
World Sikh Organization,Culture,1984,NA,NA,americas,20; 2,Canada; United States of America,Ottawa NewYorkNY,WSO,F,NA,Human Rights Organizations,NA,NA,NA,NA,UNHCR,10,5
Pan American Institute of Mining Engineering and Geology,Science,1942,Geology; Mining; Engineering,CHL,americas,155,Chile,Santiago,NA,H,jd,Institutes,1954,NA,NA,NA,NA,0,0
International Federation of Pension Funds Administrators,Finance,2005,NA,CHL,americas,155,Chile,Santiago,FIAP,D,NA,"Funds, Funds",NA,NA,NA,NA,"WB, IMF, OECD",24,4
Latin American Institute of Social Theory and Social Studies,Science,1965,Social; Churches; Sociology; Theoretical,CHL,americas,155,Chile,Santiago,NA,F,j,Institutes,NA,NA,NA,NA,NA,0,0
Iner-American Association of Public Defenders,Rights; Law,2003,NA,CHL,americas,155,Chile,Santiago,NA,D,NA,Human Rights Organizations,NA,NA,NA,NA,UNDP,20,1
Fundacion America Solidaria,Development,1998,Infants; Disadvantaged; Solidarity,CHL,americas,155,Chile,Santiago,NA,F,f,Foundations,NA,84,84,0,NA,8,1
Fundacion Henry Dunant America Latina,Education,2006,Universities,CHL,americas,155,Chile,Santiago,FuHD - AL,F,f,"Human Rights Organizations, Foundations",NA,NA,NA,NA,"FAO, ILO, IOM, UNDP, UNESCO, UNHCR, UNICEF, UNISDR, UNFPA",0,0
Latin American Federation of Petroleum Workers,Employment,1970,Petroleum; Workers,CHL,americas,155,Chile,Santiago,NA,H,d,Trade and Labour Unions,NA,NA,NA,NA,NA,0,0
Global Consortium on Security Transformation,Security; Science; Development,2007,Development; Change; Security,CHL,americas,155,Chile,Santiago,GCST,F,y,International Federations,NA,NA,NA,NA,NA,6,2
Latin American Federation of Farmworkers,Agriculture,1961,Farming,CHL,americas,155,Chile,Santiago,NA,H,d,Trade and Labour Unions,1988,NA,NA,NA,NA,0,0
Trade Union Confederation of Latin American Workers,Employment,1962,Workers,NA,americas,155; 40,Chile; Cuba,Santiago Havana,NA,H,d,Trade and Labour Unions,1961,NA,NA,NA,NA,0,0
World Federation of Acupuncture-Moxibustion Societies,Health,1987,Naturopathy; Holistic Medicine,CHN,asia,710,China,Beijing,WFAS,C,y,International Federations,NA,10,10,0,WHO,48,5
